class_id,source_name,review_index,source_group,image_path,bbox_yolo,review_status,review_note
1,banana,7,DSC_6191_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_6191_JPG_jpg.rf.2822723304423d20133f258dd77d19fa.jpg,1 0.44687500 0.20781250 0.15937500 0.06875000,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,8,DSC_5903_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5903_JPG_jpg.rf.003bf70058e5a354b404912ffffe3c73.jpg,1 0.68750000 0.44062500 0.19687500 0.08281250,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,9,DSC_5868_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5868_JPG_jpg.rf.02f2bd85cfaf074f5ae63e93feda8159.jpg,1 0.80312500 0.86562500 0.17656250 0.12187500,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,10,DSC_5997_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5997_JPG_jpg.rf.0411ba938ca3c70fb5fec611c8ef297b.jpg,1 0.43437500 0.21875000 0.20468750 0.05468750,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,11,DSC_5871_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5871_JPG_jpg.rf.1751cc85a4f23e21ab4effeca6b119b4.jpg,1 0.79375000 0.87031250 0.18125000 0.13437500,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,12,DSC_5702_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5702_JPG_jpg.rf.01bdd3d2b4c1ea4c4e3de712c2de09b5.jpg,1 0.40937500 0.44375000 0.19375000 0.06718750,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,13,DSC_5920_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5920_JPG_jpg.rf.d28db638c894b285ccfcdff4196bf041.jpg,1 0.43750000 0.45000000 0.21406250 0.09062500,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,14,DSC_5931_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5931_JPG_jpg.rf.49a772c807c9c3e0364419196fb48a84.jpg,1 0.66875000 0.21562500 0.12343750 0.06093750,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,15,DSC_5912_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5912_JPG_jpg.rf.640d16421aab66610fdc42ef254b0814.jpg,1 0.75625000 0.45625000 0.15937500 0.07343750,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,16,DSC_6062_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6062_JPG_jpg.rf.4735d930db9d204c8ac098aa7337b2b8.jpg,1 0.58125000 0.89062500 0.21562500 0.11562500,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,17,DSC_5823_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5823_JPG_jpg.rf.27bb782732deb4888e9f3551bd09de17.jpg,1 0.39062500 0.21250000 0.21718750 0.08125000,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,18,DSC_6178_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6178_JPG_jpg.rf.eaaa1f71925a3337cbbdce29b029ac49.jpg,1 0.62812500 0.58437500 0.11093750 0.09375000,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,19,DSC_5761_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5761_JPG_jpg.rf.111a839a2937a9f47ac0efbdf42a4f08.jpg,1 0.50937500 0.88125000 0.20000000 0.11562500,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,20,DSC_5948_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_5948_JPG_jpg.rf.67b176624ee2ddd6d8d935fd9d2fb79a.jpg,1 0.58437500 0.20312500 0.15312500 0.09218750,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,21,DSC_6061_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6061_JPG_jpg.rf.e6fcb4ee2589eeb7e24608b18fccb8c9.jpg,1 0.60000000 0.88750000 0.19218750 0.10625000,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,22,DSC_6068_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6068_JPG_jpg.rf.a9550010185095f804036c976078545a.jpg,1 0.75625000 0.45625000 0.14843750 0.06875000,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,23,DSC_5758_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5758_JPG_jpg.rf.158442080f8ee3c42504e3a87f42da04.jpg,1 0.67968750 0.61875000 0.19062500 0.07656250,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,24,DSC_5953_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_5953_JPG_jpg.rf.a2091b0bd0b3b4a0bccd1d20611bbb8d.jpg,1 0.39843750 0.88750000 0.15468750 0.08281250,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,25,DSC_5821_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5821_JPG_jpg.rf.0be8240da9d27628fbd591d85208fc12.jpg,1 0.37500000 0.87343750 0.14843750 0.08437500,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,26,DSC_6015_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6015_JPG_jpg.rf.080124eae3b381859cd7fbedc1713a1b.jpg,1 0.75625000 0.88281250 0.13750000 0.10000000,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,27,DSC_6020_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6020_JPG_jpg.rf.b58158f38d86423958a9f6d1d47c4f30.jpg,1 0.75312500 0.88281250 0.15937500 0.10000000,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,28,DSC_6174_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6174_JPG_jpg.rf.6db7b4ef6eee774c385ce32c8fa70fb7.jpg,1 0.62187500 0.58593750 0.11093750 0.09062500,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,29,DSC_5739_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5739_JPG_jpg.rf.00962dbf18152cfa724d2d6a589b4cf3.jpg,1 0.57812500 0.21093750 0.19062500 0.06093750,pass,visual_contact_sheet_review_codex_2026-07-16
1,banana,30,DSC_6023_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_6023_JPG_jpg.rf.1be0494267e47af4d4306b848803f0bd.jpg,1 0.41718750 0.92031250 0.20625000 0.11250000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,1,DSC_5841_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5841_JPG_jpg.rf.fdedce3bdff3521c75d225996613ed26.jpg,2 0.37031250 0.47187500 0.21093750 0.05312500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,2,DSC_6101_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6101_JPG_jpg.rf.1a58654902c8ef14bdf0eb977fdd2ddd.jpg,2 0.71562500 0.86875000 0.18437500 0.07812500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,3,DSC_6076_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6076_JPG_jpg.rf.a4ca2772f9ee9492c3747f4cc1930ca8.jpg,2 0.72031250 0.88281250 0.18281250 0.09687500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,4,DSC_6015_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6015_JPG_jpg.rf.080124eae3b381859cd7fbedc1713a1b.jpg,2 0.41250000 0.88437500 0.13906250 0.07656250,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,5,DSC_6083_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6083_JPG_jpg.rf.1b06bc7dc7389af73f20c29cd206b120.jpg,2 0.56093750 0.60625000 0.13593750 0.06406250,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,6,DSC_6078_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6078_JPG_jpg.rf.b6387f7a47e5400d86561b30bfc3eb93.jpg,2 0.40937500 0.60937500 0.14218750 0.06718750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,7,DSC_6085_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6085_JPG_jpg.rf.613bf7e0869ae570915dd97f756c74cd.jpg,2 0.76875000 0.60625000 0.17187500 0.06718750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,8,DSC_6102_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6102_JPG_jpg.rf.dbbb0b6b180f988ebc7ac491073425a7.jpg,2 0.72187500 0.86562500 0.20000000 0.06718750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,9,DSC_5948_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_5948_JPG_jpg.rf.67b176624ee2ddd6d8d935fd9d2fb79a.jpg,2 0.40312500 0.88750000 0.14843750 0.07968750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,10,DSC_5977_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5977_JPG_jpg.rf.251e72b5417f218a207e90cc1be45e88.jpg,2 0.53125000 0.61250000 0.28593750 0.06718750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,11,DSC_6016_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6016_JPG_jpg.rf.5a55f05c3269e58c179d4e74ece7100e.jpg,2 0.43125000 0.89218750 0.18281250 0.10781250,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,12,DSC_5947_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5947_JPG_jpg.rf.2e1241f956fb288ed96aecccbe5f31ff.jpg,2 0.37656250 0.89062500 0.20000000 0.11875000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,13,DSC_5739_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5739_JPG_jpg.rf.00962dbf18152cfa724d2d6a589b4cf3.jpg,2 0.77500000 0.45781250 0.21562500 0.05937500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,14,DSC_5711_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5711_JPG_jpg.rf.59fb1aa3e9705871ec68043e10699d83.jpg,2 0.61875000 0.89843750 0.26875000 0.09375000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,15,DSC_5901_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5901_JPG_jpg.rf.035465db9104056451ba1f23b7db2d45.jpg,2 0.55937500 0.60312500 0.12656250 0.03750000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,16,DSC_6089_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6089_JPG_jpg.rf.c5e242bde673f4e99522b19fd35e6266.jpg,2 0.41250000 0.59218750 0.16562500 0.05937500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,17,DSC_6072_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6072_JPG_jpg.rf.653ecc7ef49b08eff66c71463b917907.jpg,2 0.56875000 0.60937500 0.15781250 0.05937500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,18,DSC_6009_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6009_JPG_jpg.rf.131f080d0f2bcf44a218abf8c5f5c6aa.jpg,2 0.67343750 0.87500000 0.26250000 0.10312500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,19,DSC_5983_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5983_JPG_jpg.rf.61c66e1f63a81c12cfceddc092be7b1e.jpg,2 0.64687500 0.88125000 0.21718750 0.10937500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,20,DSC_6077_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6077_JPG_jpg.rf.95fcfa8ccdb6522625348a748948934e.jpg,2 0.46875000 0.87500000 0.15625000 0.09062500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,21,DSC_5985_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5985_JPG_jpg.rf.b75a2208445df734c7f899e1b7c626e4.jpg,2 0.57968750 0.89843750 0.26718750 0.09062500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,22,DSC_6090_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6090_JPG_jpg.rf.062e06045543765454e1897d20777802.jpg,2 0.40312500 0.59687500 0.17031250 0.06250000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,23,DSC_6014_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_6014_JPG_jpg.rf.06143ac29f2b733a92ea0cda0efb0797.jpg,2 0.60000000 0.87656250 0.27187500 0.08593750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,24,DSC_6104_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6104_JPG_jpg.rf.0e292d9448cd9167bff78133c4745463.jpg,2 0.77812500 0.60312500 0.14375000 0.06250000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,25,DSC_5989_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5989_JPG_jpg.rf.88bd166ee202e868fd0bb0941e118df0.jpg,2 0.58593750 0.60625000 0.19062500 0.06875000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,26,DSC_6007_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6007_JPG_jpg.rf.894b27d6f22246f25d19eb89d6209724.jpg,2 0.67812500 0.86562500 0.26875000 0.08125000,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,27,DSC_5773_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5773_JPG_jpg.rf.62bf416f36e4bb4f1301560dee8829d3.jpg,2 0.69062500 0.46562500 0.19375000 0.05468750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,28,DSC_6073_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6073_JPG_jpg.rf.355e0439ff4e69ac56704510ec35c6ea.jpg,2 0.72343750 0.88125000 0.19687500 0.09062500,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,29,DSC_6080_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6080_JPG_jpg.rf.e3cb5a7971675fa6f3687c44c5fbb6da.jpg,2 0.74687500 0.60625000 0.15781250 0.06718750,pass,visual_contact_sheet_review_codex_2026-07-16
2,beef,30,DSC_5988_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_5988_JPG_jpg.rf.05df2c8a131f7a74c3dc1cd1b58d4899.jpg,2 0.71250000 0.58750000 0.15625000 0.04062500,pass,visual_contact_sheet_review_codex_2026-07-16
3,blueberries,1,DSC_6046_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6046_JPG_jpg.rf.a94418e694c114c887ea5a055a8f3ccf.jpg,3 0.37968750 0.21875000 0.12968750 0.04375000,pending,
3,blueberries,2,DSC_6037_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/valid/images/DSC_6037_JPG_jpg.rf.0e043027fb095607f58584c17994f157.jpg,3 0.45468750 0.22968750 0.15000000 0.03750000,pending,
3,blueberries,3,DSC_6201_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6201_JPG_jpg.rf.a5b261cda847d688222054b38a66059e.jpg,3 0.47500000 0.61250000 0.12343750 0.04843750,pending,
3,blueberries,4,DSC_5954_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5954_JPG_jpg.rf.a6c47fd35944a6ad5d07663125a4ff6e.jpg,3 0.56875000 0.61562500 0.13437500 0.05312500,pending,
3,blueberries,5,DSC_5765_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5765_JPG_jpg.rf.2598b4c5ecc7a1bd71b70a8b90094b9d.jpg,3 0.37031250 0.62500000 0.13437500 0.06406250,pending,
3,blueberries,6,DSC_5991_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5991_JPG_jpg.rf.1214a6f326414594bc056dec4c43e79d.jpg,3 0.72187500 0.85937500 0.15937500 0.07500000,pending,
3,blueberries,7,DSC_6096_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6096_JPG_jpg.rf.9e222f11f2c0d9d66f25c0d688b5108f.jpg,3 0.65000000 0.22812500 0.15312500 0.02812500,pending,
3,blueberries,8,DSC_5890_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5890_JPG_jpg.rf.5645ce72ae1b274479c349068ae3f6d1.jpg,3 0.38750000 0.46406250 0.12031250 0.05468750,pending,
3,blueberries,9,DSC_5923_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_5923_JPG_jpg.rf.4768192d35d387dd7ebfda128fbd2a3e.jpg,3 0.47187500 0.87812500 0.15000000 0.06562500,pending,
3,blueberries,10,DSC_6077_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6077_JPG_jpg.rf.95fcfa8ccdb6522625348a748948934e.jpg,3 0.59687500 0.46250000 0.12031250 0.03750000,pending,
3,blueberries,11,DSC_6044_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/test/images/DSC_6044_JPG_jpg.rf.721120482b27e88e65c28eaa129d291a.jpg,3 0.78437500 0.20468750 0.16875000 0.05156250,pending,
3,blueberries,12,DSC_5992_JPG,/root/autodl-tmp/visagent/datasets/fridge_original_v1/train/images/DSC_5992_JPG_jpg.rf.007bfe17023d94ecd01cdaf12fd7dbce.jpg,3 0.50625000 0.60625000 0.14218750 0.06250000,pending,
